Group,Code,Name,Year,Antigen,Antigen_description,Coverage_category,Coverage_category_description,Target_number,Doses,Coverage
COUNTRIES,CHN,China,2013,PCV3,Pneumococcal conjugate vaccine - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,3561593.0,2314924,65.0
COUNTRIES,CHN,China,2014,BCG,Bacille Calmette-Guerin (Tuberculosis),ADMIN,Administrative coverage (doses given / target population),3257600.0,1932355,59.3
COUNTRIES,CHN,China,2014,BCG,Bacille Calmette-Guerin (Tuberculosis),OFFICIAL,Official country-reported coverage estimate,71784.0,46621,64.9
COUNTRIES,CHN,China,2014,BCG,Bacille Calmette-Guerin (Tuberculosis),WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,3954473.0,2327378,58.9
COUNTRIES,CHN,China,2014,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,ADMIN,Administrative coverage (doses given / target population),,230787,54.8
COUNTRIES,CHN,China,2014,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,OFFICIAL,Official country-reported coverage estimate,3779987.0,2567584,67.9
COUNTRIES,CHN,China,2014,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,1414543.0,853761,60.4
COUNTRIES,CHN,China,2014,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,ADMIN,Administrative coverage (doses given / target population),3278712.0,2289788,69.8
COUNTRIES,CHN,China,2014,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,OFFICIAL,Official country-reported coverage estimate,4988360.0,3609073,72.3
COUNTRIES,CHN,China,2014,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,2019131.0,1527293,75.6
COUNTRIES,CHN,China,2014,MCV1,Measles-containing vaccine - 1st dose,ADMIN,Administrative coverage (doses given / target population),,2892252,59.8
COUNTRIES,CHN,China,2014,MCV1,Measles-containing vaccine - 1st dose,OFFICIAL,Official country-reported coverage estimate,3570812.0,2282103,63.9
COUNTRIES,CHN,China,2014,MCV1,Measles-containing vaccine - 1st dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,3760501.0,2325763,61.8
COUNTRIES,CHN,China,2014,MCV2,Measles-containing vaccine - 2nd dose (booster),ADMIN,Administrative coverage (doses given / target population),2298139.0,1503741,65.4
COUNTRIES,CHN,China,2014,MCV2,Measles-containing vaccine - 2nd dose (booster),OFFICIAL,Official country-reported coverage estimate,2480855.0,1641749,66.2
COUNTRIES,CHN,China,2014,MCV2,Measles-containing vaccine - 2nd dose (booster),WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,4659487.0,3113295,66.8
COUNTRIES,CHN,China,2014,POL3,Polio - 3rd dose,ADMIN,Administrative coverage (doses given / target population),4779141.0,3312776,69.3
COUNTRIES,CHN,China,2014,POL3,Polio - 3rd dose,OFFICIAL,Official country-reported coverage estimate,4996071.0,2895301,58.0
COUNTRIES,CHN,China,2014,POL3,Polio - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,978280.0,725968,74.2
COUNTRIES,CHN,China,2014,HEPB3,Hepatitis B - 3rd dose,ADMIN,Administrative coverage (doses given / target population),2812081.0,1709310,60.8
COUNTRIES,CHN,China,2014,HEPB3,Hepatitis B - 3rd dose,OFFICIAL,Official country-reported coverage estimate,3802108.0,2311512,60.8
COUNTRIES,CHN,China,2014,HEPB3,Hepatitis B - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,2190468.0,1320198,60.3
COUNTRIES,CHN,China,2014,PCV3,Pneumococcal conjugate vaccine - 3rd dose,ADMIN,Administrative coverage (doses given / target population),278021.0,157985,56.8
COUNTRIES,CHN,China,2014,PCV3,Pneumococcal conjugate vaccine - 3rd dose,OFFICIAL,Official country-reported coverage estimate,4839914.0,3066274,63.4
COUNTRIES,CHN,China,2014,PCV3,Pneumococcal conjugate vaccine - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,3661925.0,2232542,61.0
COUNTRIES,CHN,China,2015,BCG,Bacille Calmette-Guerin (Tuberculosis),ADMIN,Administrative coverage (doses given / target population),2316031.0,1544384,66.7
COUNTRIES,CHN,China,2015,BCG,Bacille Calmette-Guerin (Tuberculosis),OFFICIAL,Official country-reported coverage estimate,2209420.0,1469614,66.5
COUNTRIES,CHN,China,2015,BCG,Bacille Calmette-Guerin (Tuberculosis),WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,1069045.0,686302,64.2
COUNTRIES,CHN,China,2015,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,ADMIN,Administrative coverage (doses given / target population),3420784.0,2295001,67.1
COUNTRIES,CHN,China,2015,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,OFFICIAL,Official country-reported coverage estimate,3315476.0,2133859,
COUNTRIES,CHN,China,2015,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,2168739.0,1548450,71.4
COUNTRIES,CHN,China,2015,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,ADMIN,Administrative coverage (doses given / target population),3620929.0,2523099,69.7
COUNTRIES,CHN,China,2015,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,OFFICIAL,Official country-reported coverage estimate,2528003.0,1566977,62.0
COUNTRIES,CHN,China,2015,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,1822997.0,1212914,66.5
COUNTRIES,CHN,China,2015,MCV1,Measles-containing vaccine - 1st dose,ADMIN,Administrative coverage (doses given / target population),3587032.0,2484947,69.3
COUNTRIES,CHN,China,2015,MCV1,Measles-containing vaccine - 1st dose,OFFICIAL,Official country-reported coverage estimate,1909017.0,1287766,67.5
COUNTRIES,CHN,China,2015,MCV1,Measles-containing vaccine - 1st dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,3534959.0,2221099,62.8
COUNTRIES,CHN,China,2015,MCV2,Measles-containing vaccine - 2nd dose (booster),ADMIN,Administrative coverage (doses given / target population),4199396.0,2865428,68.2
COUNTRIES,CHN,China,2015,MCV2,Measles-containing vaccine - 2nd dose (booster),OFFICIAL,Official country-reported coverage estimate,935677.0,631419,67.5
COUNTRIES,CHN,China,2015,MCV2,Measles-containing vaccine - 2nd dose (booster),WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,3928711.0,2812189,71.6
COUNTRIES,CHN,China,2015,POL3,Polio - 3rd dose,ADMIN,Administrative coverage (doses given / target population),4549416.0,2712668,59.6
COUNTRIES,CHN,China,2015,POL3,Polio - 3rd dose,OFFICIAL,Official country-reported coverage estimate,250909.0,187535,74.7
COUNTRIES,CHN,China,2015,POL3,Polio - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,3427334.0,2403775,70.1
COUNTRIES,CHN,China,2015,HEPB3,Hepatitis B - 3rd dose,ADMIN,Administrative coverage (doses given / target population),3397888.0,2264631,66.6
COUNTRIES,CHN,China,2015,HEPB3,Hepatitis B - 3rd dose,OFFICIAL,Official country-reported coverage estimate,4141411.0,2727230,65.9
COUNTRIES,CHN,China,2015,HEPB3,Hepatitis B - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,4101663.0,2439877,59.5
COUNTRIES,CHN,China,2015,PCV3,Pneumococcal conjugate vaccine - 3rd dose,ADMIN,Administrative coverage (doses given / target population),658705.0,425647,64.6
COUNTRIES,CHN,China,2015,PCV3,Pneumococcal conjugate vaccine - 3rd dose,OFFICIAL,Official country-reported coverage estimate,2222119.0,1475632,66.4
COUNTRIES,CHN,China,2015,PCV3,Pneumococcal conjugate vaccine - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,2153659.0,1544191,71.7
COUNTRIES,CHN,China,2016,BCG,Bacille Calmette-Guerin (Tuberculosis),ADMIN,Administrative coverage (doses given / target population),1399671.0,825497,59.0
COUNTRIES,CHN,China,2016,BCG,Bacille Calmette-Guerin (Tuberculosis),OFFICIAL,Official country-reported coverage estimate,2004462.0,1348462,67.3
COUNTRIES,CHN,China,2016,BCG,Bacille Calmette-Guerin (Tuberculosis),WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,636817.0,410030,64.4
COUNTRIES,CHN,China,2016,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,ADMIN,Administrative coverage (doses given / target population),3296781.0,2095872,63.6
COUNTRIES,CHN,China,2016,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,OFFICIAL,Official country-reported coverage estimate,222073.0,115210,51.9
COUNTRIES,CHN,China,2016,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,1048355.0,660399,63.0
COUNTRIES,CHN,China,2016,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,ADMIN,Administrative coverage (doses given / target population),,989135,60.6
COUNTRIES,CHN,China,2016,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,OFFICIAL,Official country-reported coverage estimate,670363.0,474100,70.7
COUNTRIES,CHN,China,2016,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,2621853.0,1705185,65.0
COUNTRIES,CHN,China,2016,MCV1,Measles-containing vaccine - 1st dose,ADMIN,Administrative coverage (doses given / target population),2342081.0,1491902,63.7
COUNTRIES,CHN,China,2016,MCV1,Measles-containing vaccine - 1st dose,OFFICIAL,Official country-reported coverage estimate,2781088.0,1799230,64.7
COUNTRIES,CHN,China,2016,MCV1,Measles-containing vaccine - 1st dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,1429615.0,927158,64.9
COUNTRIES,CHN,China,2016,MCV2,Measles-containing vaccine - 2nd dose (booster),ADMIN,Administrative coverage (doses given / target population),1457207.0,973977,66.8
COUNTRIES,CHN,China,2016,MCV2,Measles-containing vaccine - 2nd dose (booster),OFFICIAL,Official country-reported coverage estimate,1393625.0,973352,69.8
COUNTRIES,CHN,China,2016,MCV2,Measles-containing vaccine - 2nd dose (booster),WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,4556899.0,2689479,59.0
COUNTRIES,CHN,China,2016,POL3,Polio - 3rd dose,ADMIN,Administrative coverage (doses given / target population),620590.0,340286,54.8
COUNTRIES,CHN,China,2016,POL3,Polio - 3rd dose,OFFICIAL,Official country-reported coverage estimate,1064935.0,711652,66.8
COUNTRIES,CHN,China,2016,POL3,Polio - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,2240511.0,1531513,68.4
COUNTRIES,CHN,China,2016,HEPB3,Hepatitis B - 3rd dose,ADMIN,Administrative coverage (doses given / target population),2672677.0,2032132,76.0
COUNTRIES,CHN,China,2016,HEPB3,Hepatitis B - 3rd dose,OFFICIAL,Official country-reported coverage estimate,1260456.0,777333,61.7
COUNTRIES,CHN,China,2016,HEPB3,Hepatitis B - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,3556426.0,2505510,70.5
COUNTRIES,CHN,China,2016,PCV3,Pneumococcal conjugate vaccine - 3rd dose,ADMIN,Administrative coverage (doses given / target population),2620603.0,1556691,
COUNTRIES,CHN,China,2016,PCV3,Pneumococcal conjugate vaccine - 3rd dose,OFFICIAL,Official country-reported coverage estimate,2894655.0,1922020,66.4
COUNTRIES,CHN,China,2016,PCV3,Pneumococcal conjugate vaccine - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,3418133.0,2818892,82.5
COUNTRIES,CHN,China,2017,BCG,Bacille Calmette-Guerin (Tuberculosis),ADMIN,Administrative coverage (doses given / target population),3011249.0,2269340,75.4
COUNTRIES,CHN,China,2017,BCG,Bacille Calmette-Guerin (Tuberculosis),OFFICIAL,Official country-reported coverage estimate,791184.0,577231,73.0
COUNTRIES,CHN,China,2017,BCG,Bacille Calmette-Guerin (Tuberculosis),WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,1809669.0,1081978,59.8
COUNTRIES,CHN,China,2017,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,ADMIN,Administrative coverage (doses given / target population),1734488.0,1250261,72.1
COUNTRIES,CHN,China,2017,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,OFFICIAL,Official country-reported coverage estimate,4158517.0,3132576,75.3
COUNTRIES,CHN,China,2017,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,589818.0,394729,66.9
COUNTRIES,CHN,China,2017,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,ADMIN,Administrative coverage (doses given / target population),3221146.0,2472410,76.8
COUNTRIES,CHN,China,2017,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,OFFICIAL,Official country-reported coverage estimate,4998588.0,3183145,63.7
COUNTRIES,CHN,China,2017,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,2389333.0,1536383,64.3
COUNTRIES,CHN,China,2017,MCV1,Measles-containing vaccine - 1st dose,ADMIN,Administrative coverage (doses given / target population),2238426.0,1567210,70.0
COUNTRIES,CHN,China,2017,MCV1,Measles-containing vaccine - 1st dose,OFFICIAL,Official country-reported coverage estimate,1042765.0,603636,57.9
COUNTRIES,CHN,China,2017,MCV1,Measles-containing vaccine - 1st dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,2430495.0,1586997,65.3
COUNTRIES,CHN,China,2017,MCV2,Measles-containing vaccine - 2nd dose (booster),ADMIN,Administrative coverage (doses given / target population),3132509.0,1993328,63.6
COUNTRIES,CHN,China,2017,MCV2,Measles-containing vaccine - 2nd dose (booster),OFFICIAL,Official country-reported coverage estimate,4449499.0,3252035,73.1
COUNTRIES,CHN,China,2017,MCV2,Measles-containing vaccine - 2nd dose (booster),WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,3181234.0,2150607,67.6
COUNTRIES,CHN,China,2017,POL3,Polio - 3rd dose,ADMIN,Administrative coverage (doses given / target population),1478038.0,977452,66.1
COUNTRIES,CHN,China,2017,POL3,Polio - 3rd dose,OFFICIAL,Official country-reported coverage estimate,754279.0,436046,57.8
COUNTRIES,CHN,China,2017,POL3,Polio - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,3565326.0,2345820,65.8
COUNTRIES,CHN,China,2017,HEPB3,Hepatitis B - 3rd dose,ADMIN,Administrative coverage (doses given / target population),2587152.0,1790297,69.2
COUNTRIES,CHN,China,2017,HEPB3,Hepatitis B - 3rd dose,OFFICIAL,Official country-reported coverage estimate,652366.0,361215,55.4
COUNTRIES,CHN,China,2017,HEPB3,Hepatitis B - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,4005215.0,2808546,70.1
COUNTRIES,CHN,China,2017,PCV3,Pneumococcal conjugate vaccine - 3rd dose,ADMIN,Administrative coverage (doses given / target population),646858.0,421406,65.1
COUNTRIES,CHN,China,2017,PCV3,Pneumococcal conjugate vaccine - 3rd dose,OFFICIAL,Official country-reported coverage estimate,4554263.0,2752579,60.4
COUNTRIES,CHN,China,2017,PCV3,Pneumococcal conjugate vaccine - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,4708809.0,3193759,67.8
COUNTRIES,CHN,China,2018,BCG,Bacille Calmette-Guerin (Tuberculosis),ADMIN,Administrative coverage (doses given / target population),1897920.0,1306357,
COUNTRIES,CHN,China,2018,BCG,Bacille Calmette-Guerin (Tuberculosis),OFFICIAL,Official country-reported coverage estimate,3756693.0,2383213,63.4
COUNTRIES,CHN,China,2018,BCG,Bacille Calmette-Guerin (Tuberculosis),WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,554552.0,367532,66.3
COUNTRIES,CHN,China,2018,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,ADMIN,Administrative coverage (doses given / target population),2069226.0,1435628,69.4
COUNTRIES,CHN,China,2018,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,OFFICIAL,Official country-reported coverage estimate,2882494.0,2074470,72.0
COUNTRIES,CHN,China,2018,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,4404893.0,2790601,63.4
COUNTRIES,CHN,China,2018,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,ADMIN,Administrative coverage (doses given / target population),4253915.0,3317448,78.0
COUNTRIES,CHN,China,2018,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,OFFICIAL,Official country-reported coverage estimate,1119754.0,699802,62.5
COUNTRIES,CHN,China,2018,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,1211114,65.7
COUNTRIES,CHN,China,2018,MCV1,Measles-containing vaccine - 1st dose,ADMIN,Administrative coverage (doses given / target population),1469125.0,977365,66.5
COUNTRIES,CHN,China,2018,MCV1,Measles-containing vaccine - 1st dose,OFFICIAL,Official country-reported coverage estimate,3326823.0,2196346,66.0
COUNTRIES,CHN,China,2018,MCV1,Measles-containing vaccine - 1st dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,3948434.0,2601439,65.9
COUNTRIES,CHN,China,2018,MCV2,Measles-containing vaccine - 2nd dose (booster),ADMIN,Administrative coverage (doses given / target population),3247680.0,1688111,52.0
COUNTRIES,CHN,China,2018,MCV2,Measles-containing vaccine - 2nd dose (booster),OFFICIAL,Official country-reported coverage estimate,810989.0,627779,77.4
COUNTRIES,CHN,China,2018,MCV2,Measles-containing vaccine - 2nd dose (booster),WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,4915568.0,3421612,69.6
COUNTRIES,CHN,China,2018,POL3,Polio - 3rd dose,ADMIN,Administrative coverage (doses given / target population),3176758.0,1837923,57.9
COUNTRIES,CHN,China,2018,POL3,Polio - 3rd dose,OFFICIAL,Official country-reported coverage estimate,1941046.0,1205196,62.1
COUNTRIES,CHN,China,2018,POL3,Polio - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,314087.0,235383,74.9
COUNTRIES,CHN,China,2018,HEPB3,Hepatitis B - 3rd dose,ADMIN,Administrative coverage (doses given / target population),4672583.0,3302226,70.7
COUNTRIES,CHN,China,2018,HEPB3,Hepatitis B - 3rd dose,OFFICIAL,Official country-reported coverage estimate,2680948.0,1668123,62.2
COUNTRIES,CHN,China,2018,HEPB3,Hepatitis B - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,2396309.0,1549228,64.7
COUNTRIES,CHN,China,2018,PCV3,Pneumococcal conjugate vaccine - 3rd dose,ADMIN,Administrative coverage (doses given / target population),,2898659,73.8
COUNTRIES,CHN,China,2018,PCV3,Pneumococcal conjugate vaccine - 3rd dose,OFFICIAL,Official country-reported coverage estimate,2921667.0,1701285,58.2
COUNTRIES,CHN,China,2018,PCV3,Pneumococcal conjugate vaccine - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,1177665.0,641121,54.4
COUNTRIES,CHN,China,2019,BCG,Bacille Calmette-Guerin (Tuberculosis),ADMIN,Administrative coverage (doses given / target population),4395397.0,2709952,61.7
COUNTRIES,CHN,China,2019,BCG,Bacille Calmette-Guerin (Tuberculosis),OFFICIAL,Official country-reported coverage estimate,4904169.0,2787384,56.8
COUNTRIES,CHN,China,2019,BCG,Bacille Calmette-Guerin (Tuberculosis),WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,2190697.0,1192519,54.4
COUNTRIES,CHN,China,2019,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,ADMIN,Administrative coverage (doses given / target population),4300431.0,2598148,60.4
COUNTRIES,CHN,China,2019,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,OFFICIAL,Official country-reported coverage estimate,3376843.0,2328179,68.9
COUNTRIES,CHN,China,2019,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,2426876,
COUNTRIES,CHN,China,2019,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,ADMIN,Administrative coverage (doses given / target population),368057.0,210923,57.3
COUNTRIES,CHN,China,2019,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,OFFICIAL,Official country-reported coverage estimate,2457474.0,1466841,59.7
COUNTRIES,CHN,China,2019,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,1253167,71.7
COUNTRIES,CHN,China,2019,MCV1,Measles-containing vaccine - 1st dose,ADMIN,Administrative coverage (doses given / target population),95732.0,68867,71.9
COUNTRIES,CHN,China,2019,MCV1,Measles-containing vaccine - 1st dose,OFFICIAL,Official country-reported coverage estimate,2925515.0,1816703,62.1
COUNTRIES,CHN,China,2019,MCV1,Measles-containing vaccine - 1st dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,204221.0,136156,66.7
COUNTRIES,CHN,China,2019,MCV2,Measles-containing vaccine - 2nd dose (booster),ADMIN,Administrative coverage (doses given / target population),4055720.0,2649066,65.3
COUNTRIES,CHN,China,2019,MCV2,Measles-containing vaccine - 2nd dose (booster),OFFICIAL,Official country-reported coverage estimate,400462.0,315350,78.7
COUNTRIES,CHN,China,2019,MCV2,Measles-containing vaccine - 2nd dose (booster),WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,4597389.0,2993629,65.1
COUNTRIES,CHN,China,2019,POL3,Polio - 3rd dose,ADMIN,Administrative coverage (doses given / target population),2931726.0,2163450,73.8
COUNTRIES,CHN,China,2019,POL3,Polio - 3rd dose,OFFICIAL,Official country-reported coverage estimate,2588585.0,1622044,62.7
COUNTRIES,CHN,China,2019,POL3,Polio - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,1080985.0,684800,
COUNTRIES,CHN,China,2019,HEPB3,Hepatitis B - 3rd dose,ADMIN,Administrative coverage (doses given / target population),580144.0,330381,56.9
COUNTRIES,CHN,China,2019,HEPB3,Hepatitis B - 3rd dose,OFFICIAL,Official country-reported coverage estimate,4557787.0,3194810,70.1
COUNTRIES,CHN,China,2019,HEPB3,Hepatitis B - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,4008679.0,2789005,69.6
COUNTRIES,CHN,China,2019,PCV3,Pneumococcal conjugate vaccine - 3rd dose,ADMIN,Administrative coverage (doses given / target population),845082.0,518049,61.3
COUNTRIES,CHN,China,2019,PCV3,Pneumococcal conjugate vaccine - 3rd dose,OFFICIAL,Official country-reported coverage estimate,3032792.0,1853863,61.1
COUNTRIES,CHN,China,2019,PCV3,Pneumococcal conjugate vaccine - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,3183873.0,2054500,64.5
COUNTRIES,CHN,China,2020,BCG,Bacille Calmette-Guerin (Tuberculosis),ADMIN,Administrative coverage (doses given / target population),1294118.0,873505,67.5
COUNTRIES,CHN,China,2020,BCG,Bacille Calmette-Guerin (Tuberculosis),OFFICIAL,Official country-reported coverage estimate,560342.0,335077,59.8
COUNTRIES,CHN,China,2020,BCG,Bacille Calmette-Guerin (Tuberculosis),WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,1373582.0,807846,58.8
COUNTRIES,CHN,China,2020,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,ADMIN,Administrative coverage (doses given / target population),3533660.0,2110650,59.7
COUNTRIES,CHN,China,2020,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,OFFICIAL,Official country-reported coverage estimate,1625256.0,1044358,64.3
COUNTRIES,CHN,China,2020,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,1156543.0,839022,72.5
COUNTRIES,CHN,China,2020,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,ADMIN,Administrative coverage (doses given / target population),4983881.0,3491801,70.1
COUNTRIES,CHN,China,2020,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,OFFICIAL,Official country-reported coverage estimate,1798279.0,1084908,60.3
COUNTRIES,CHN,China,2020,DTP3,Diphtheria/Tetanus/Pertussis - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,2625675.0,1800056,68.6
COUNTRIES,CHN,China,2020,MCV1,Measles-containing vaccine - 1st dose,ADMIN,Administrative coverage (doses given / target population),3331492.0,2103970,
COUNTRIES,CHN,China,2020,MCV1,Measles-containing vaccine - 1st dose,OFFICIAL,Official country-reported coverage estimate,4696309.0,3267319,69.6
COUNTRIES,CHN,China,2020,MCV1,Measles-containing vaccine - 1st dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,267098.0,173163,64.8
COUNTRIES,CHN,China,2020,MCV2,Measles-containing vaccine - 2nd dose (booster),ADMIN,Administrative coverage (doses given / target population),3451642.0,2639826,76.5
COUNTRIES,CHN,China,2020,MCV2,Measles-containing vaccine - 2nd dose (booster),OFFICIAL,Official country-reported coverage estimate,3271360.0,2155589,65.9
COUNTRIES,CHN,China,2020,MCV2,Measles-containing vaccine - 2nd dose (booster),WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,1053974.0,740734,70.3
COUNTRIES,CHN,China,2020,POL3,Polio - 3rd dose,ADMIN,Administrative coverage (doses given / target population),1212980.0,704989,58.1
COUNTRIES,CHN,China,2020,POL3,Polio - 3rd dose,OFFICIAL,Official country-reported coverage estimate,4839379.0,2996657,61.9
COUNTRIES,CHN,China,2020,POL3,Polio - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,2252320,61.8
COUNTRIES,CHN,China,2020,HEPB3,Hepatitis B - 3rd dose,ADMIN,Administrative coverage (doses given / target population),4291547.0,3030338,70.6
COUNTRIES,CHN,China,2020,HEPB3,Hepatitis B - 3rd dose,OFFICIAL,Official country-reported coverage estimate,2557396.0,1904106,74.5
COUNTRIES,CHN,China,2020,HEPB3,Hepatitis B - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,4796697.0,3081870,64.2
COUNTRIES,CHN,China,2020,PCV3,Pneumococcal conjugate vaccine - 3rd dose,ADMIN,Administrative coverage (doses given / target population),2215350.0,1205825,54.4
COUNTRIES,CHN,China,2020,PCV3,Pneumococcal conjugate vaccine - 3rd dose,OFFICIAL,Official country-reported coverage estimate,2698512.0,1810122,67.1
COUNTRIES,CHN,China,2020,PCV3,Pneumococcal conjugate vaccine - 3rd dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,4401611.0,2994041,68.0
COUNTRIES,CHN,China,2021,BCG,Bacille Calmette-Guerin (Tuberculosis),ADMIN,Administrative coverage (doses given / target population),1664924.0,1244822,74.8
COUNTRIES,CHN,China,2021,BCG,Bacille Calmette-Guerin (Tuberculosis),OFFICIAL,Official country-reported coverage estimate,3065533.0,2208235,72.0
COUNTRIES,CHN,China,2021,BCG,Bacille Calmette-Guerin (Tuberculosis),WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,3665811.0,2355135,64.2
COUNTRIES,CHN,China,2021,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,ADMIN,Administrative coverage (doses given / target population),2980414.0,1989571,66.8
COUNTRIES,CHN,China,2021,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,OFFICIAL,Official country-reported coverage estimate,4258729.0,2995024,70.3
COUNTRIES,CHN,China,2021,DTP1,Diphtheria/Tetanus/Pertussis - 1st dose,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,4265627.0,2963134,69.5
