Group,Code,Name,Year,Disease,Disease_description,Cases
COUNTRIES,DEU,Germany,2023,HEPB,Hepatitis B,38
COUNTRIES,CHN,China,2010,MEASLES,Measles,1579
COUNTRIES,CHN,China,2010,POLIO,Poliomyelitis,448
COUNTRIES,CHN,China,2010,PERTUSSIS,Pertussis (Whooping cough),150
COUNTRIES,CHN,China,2010,DIPHTHERIA,Diphtheria,28
COUNTRIES,CHN,China,2010,TB,Tuberculosis,2224
COUNTRIES,CHN,China,2010,HEPB,Hepatitis B,1777
COUNTRIES,CHN,China,2011,MEASLES,Measles,1007
COUNTRIES,CHN,China,2011,POLIO,Poliomyelitis,946
COUNTRIES,CHN,China,2011,PERTUSSIS,Pertussis (Whooping cough),113
COUNTRIES,CHN,China,2011,DIPHTHERIA,Diphtheria,209
COUNTRIES,CHN,China,2011,TB,Tuberculosis,127
COUNTRIES,CHN,China,2011,HEPB,Hepatitis B,667
COUNTRIES,CHN,China,2012,MEASLES,Measles,1128
COUNTRIES,CHN,China,2012,POLIO,Poliomyelitis,434
COUNTRIES,CHN,China,2012,PERTUSSIS,Pertussis (Whooping cough),409
COUNTRIES,CHN,China,2012,DIPHTHERIA,Diphtheria,629
COUNTRIES,CHN,China,2012,TB,Tuberculosis,148
COUNTRIES,CHN,China,2012,HEPB,Hepatitis B,903
COUNTRIES,CHN,China,2013,MEASLES,Measles,923
COUNTRIES,CHN,China,2013,POLIO,Poliomyelitis,482
COUNTRIES,CHN,China,2013,PERTUSSIS,Pertussis (Whooping cough),726
COUNTRIES,CHN,China,2013,DIPHTHERIA,Diphtheria,532
COUNTRIES,CHN,China,2013,TB,Tuberculosis,650
COUNTRIES,CHN,China,2013,HEPB,Hepatitis B,630
COUNTRIES,CHN,China,2014,MEASLES,Measles,131
COUNTRIES,CHN,China,2014,POLIO,Poliomyelitis,412
COUNTRIES,CHN,China,2014,PERTUSSIS,Pertussis (Whooping cough),569
COUNTRIES,CHN,China,2014,DIPHTHERIA,Diphtheria,220
COUNTRIES,CHN,China,2014,TB,Tuberculosis,3704
COUNTRIES,CHN,China,2014,HEPB,Hepatitis B,202
COUNTRIES,CHN,China,2015,MEASLES,Measles,2323
COUNTRIES,CHN,China,2015,POLIO,Poliomyelitis,517
COUNTRIES,CHN,China,2015,PERTUSSIS,Pertussis (Whooping cough),186
COUNTRIES,CHN,China,2015,DIPHTHERIA,Diphtheria,471
COUNTRIES,CHN,China,2015,TB,Tuberculosis,595
COUNTRIES,CHN,China,2015,HEPB,Hepatitis B,189
COUNTRIES,CHN,China,2016,MEASLES,Measles,884
COUNTRIES,CHN,China,2016,POLIO,Poliomyelitis,820
COUNTRIES,CHN,China,2016,PERTUSSIS,Pertussis (Whooping cough),418
COUNTRIES,CHN,China,2016,DIPHTHERIA,Diphtheria,1060
COUNTRIES,CHN,China,2016,TB,Tuberculosis,497
COUNTRIES,CHN,China,2016,HEPB,Hepatitis B,905
COUNTRIES,CHN,China,2017,MEASLES,Measles,1221
COUNTRIES,CHN,China,2017,POLIO,Poliomyelitis,566
COUNTRIES,CHN,China,2017,PERTUSSIS,Pertussis (Whooping cough),837
COUNTRIES,CHN,China,2017,DIPHTHERIA,Diphtheria,118
COUNTRIES,CHN,China,2017,TB,Tuberculosis,1031
COUNTRIES,CHN,China,2017,HEPB,Hepatitis B,0
COUNTRIES,CHN,China,2018,MEASLES,Measles,1063
COUNTRIES,CHN,China,2018,POLIO,Poliomyelitis,735
COUNTRIES,CHN,China,2018,PERTUSSIS,Pertussis (Whooping cough),136
COUNTRIES,CHN,China,2018,DIPHTHERIA,Diphtheria,826
COUNTRIES,CHN,China,2018,TB,Tuberculosis,849
COUNTRIES,CHN,China,2018,HEPB,Hepatitis B,380
COUNTRIES,CHN,China,2019,MEASLES,Measles,500
COUNTRIES,CHN,China,2019,POLIO,Poliomyelitis,109
COUNTRIES,CHN,China,2019,PERTUSSIS,Pertussis (Whooping cough),98
COUNTRIES,CHN,China,2019,DIPHTHERIA,Diphtheria,959
COUNTRIES,CHN,China,2019,TB,Tuberculosis,1586
COUNTRIES,CHN,China,2019,HEPB,Hepatitis B,733
COUNTRIES,CHN,China,2020,MEASLES,Measles,1657
COUNTRIES,CHN,China,2020,POLIO,Poliomyelitis,26
COUNTRIES,CHN,China,2020,PERTUSSIS,Pertussis (Whooping cough),246
COUNTRIES,CHN,China,2020,DIPHTHERIA,Diphtheria,3405
COUNTRIES,CHN,China,2020,TB,Tuberculosis,798
COUNTRIES,CHN,China,2020,HEPB,Hepatitis B,1536
COUNTRIES,CHN,China,2021,MEASLES,Measles,326
COUNTRIES,CHN,China,2021,POLIO,Poliomyelitis,275
COUNTRIES,CHN,China,2021,PERTUSSIS,Pertussis (Whooping cough),886
COUNTRIES,CHN,China,2021,DIPHTHERIA,Diphtheria,850
COUNTRIES,CHN,China,2021,TB,Tuberculosis,34
COUNTRIES,CHN,China,2021,HEPB,Hepatitis B,225
COUNTRIES,CHN,China,2022,MEASLES,Measles,889
COUNTRIES,CHN,China,2022,POLIO,Poliomyelitis,710
COUNTRIES,CHN,China,2022,PERTUSSIS,Pertussis (Whooping cough),761
COUNTRIES,CHN,China,2022,DIPHTHERIA,Diphtheria,915
COUNTRIES,CHN,China,2022,TB,Tuberculosis,607
COUNTRIES,CHN,China,2022,HEPB,Hepatitis B,237
COUNTRIES,CHN,China,2023,MEASLES,Measles,192
COUNTRIES,CHN,China,2023,POLIO,Poliomyelitis,656
COUNTRIES,CHN,China,2023,PERTUSSIS,Pertussis (Whooping cough),227
COUNTRIES,CHN,China,2023,DIPHTHERIA,Diphtheria,430
COUNTRIES,CHN,China,2023,TB,Tuberculosis,90
COUNTRIES,CHN,China,2023,HEPB,Hepatitis B,1357
COUNTRIES,ZAF,South Africa,2010,MEASLES,Measles,2404
COUNTRIES,ZAF,South Africa,2010,POLIO,Poliomyelitis,1548
COUNTRIES,ZAF,South Africa,2010,PERTUSSIS,Pertussis (Whooping cough),1128
COUNTRIES,ZAF,South Africa,2010,DIPHTHERIA,Diphtheria,626
COUNTRIES,ZAF,South Africa,2010,TB,Tuberculosis,2200
COUNTRIES,ZAF,South Africa,2010,HEPB,Hepatitis B,675
COUNTRIES,ZAF,South Africa,2011,MEASLES,Measles,4431
COUNTRIES,ZAF,South Africa,2011,POLIO,Poliomyelitis,482
COUNTRIES,ZAF,South Africa,2011,PERTUSSIS,Pertussis (Whooping cough),1359
COUNTRIES,ZAF,South Africa,2011,DIPHTHERIA,Diphtheria,1113
COUNTRIES,ZAF,South Africa,2011,TB,Tuberculosis,1088
COUNTRIES,ZAF,South Africa,2011,HEPB,Hepatitis B,884
COUNTRIES,ZAF,South Africa,2012,MEASLES,Measles,498
COUNTRIES,ZAF,South Africa,2012,POLIO,Poliomyelitis,0
COUNTRIES,ZAF,South Africa,2012,PERTUSSIS,Pertussis (Whooping cough),1464
COUNTRIES,ZAF,South Africa,2012,DIPHTHERIA,Diphtheria,539
COUNTRIES,ZAF,South Africa,2012,TB,Tuberculosis,136
COUNTRIES,ZAF,South Africa,2012,HEPB,Hepatitis B,5105
COUNTRIES,ZAF,South Africa,2013,MEASLES,Measles,125
COUNTRIES,ZAF,South Africa,2013,POLIO,Poliomyelitis,494
COUNTRIES,ZAF,South Africa,2013,PERTUSSIS,Pertussis (Whooping cough),1495
COUNTRIES,ZAF,South Africa,2013,DIPHTHERIA,Diphtheria,516
COUNTRIES,ZAF,South Africa,2013,TB,Tuberculosis,137
COUNTRIES,ZAF,South Africa,2013,HEPB,Hepatitis B,615
COUNTRIES,ZAF,South Africa,2014,MEASLES,Measles,183
COUNTRIES,ZAF,South Africa,2014,POLIO,Poliomyelitis,921
COUNTRIES,ZAF,South Africa,2014,PERTUSSIS,Pertussis (Whooping cough),85
COUNTRIES,ZAF,South Africa,2014,DIPHTHERIA,Diphtheria,604
COUNTRIES,ZAF,South Africa,2014,TB,Tuberculosis,838
COUNTRIES,ZAF,South Africa,2014,HEPB,Hepatitis B,540
COUNTRIES,ZAF,South Africa,2015,MEASLES,Measles,1303
COUNTRIES,ZAF,South Africa,2015,POLIO,Poliomyelitis,1695
COUNTRIES,ZAF,South Africa,2015,PERTUSSIS,Pertussis (Whooping cough),1685
COUNTRIES,ZAF,South Africa,2015,DIPHTHERIA,Diphtheria,681
COUNTRIES,ZAF,South Africa,2015,TB,Tuberculosis,771
COUNTRIES,ZAF,South Africa,2015,HEPB,Hepatitis B,619
COUNTRIES,ZAF,South Africa,2016,MEASLES,Measles,397
COUNTRIES,ZAF,South Africa,2016,POLIO,Poliomyelitis,1336
COUNTRIES,ZAF,South Africa,2016,PERTUSSIS,Pertussis (Whooping cough),714
COUNTRIES,ZAF,South Africa,2016,DIPHTHERIA,Diphtheria,295
COUNTRIES,ZAF,South Africa,2016,TB,Tuberculosis,441
COUNTRIES,ZAF,South Africa,2016,HEPB,Hepatitis B,676
COUNTRIES,ZAF,South Africa,2017,MEASLES,Measles,264
COUNTRIES,ZAF,South Africa,2017,POLIO,Poliomyelitis,1828
COUNTRIES,ZAF,South Africa,2017,PERTUSSIS,Pertussis (Whooping cough),1650
COUNTRIES,ZAF,South Africa,2017,DIPHTHERIA,Diphtheria,131
COUNTRIES,ZAF,South Africa,2017,TB,Tuberculosis,2187
COUNTRIES,ZAF,South Africa,2017,HEPB,Hepatitis B,1228
COUNTRIES,ZAF,South Africa,2018,MEASLES,Measles,646
COUNTRIES,ZAF,South Africa,2018,POLIO,Poliomyelitis,392
COUNTRIES,ZAF,South Africa,2018,PERTUSSIS,Pertussis (Whooping cough),6616
COUNTRIES,ZAF,South Africa,2018,DIPHTHERIA,Diphtheria,808
COUNTRIES,ZAF,South Africa,2018,TB,Tuberculosis,495
COUNTRIES,ZAF,South Africa,2018,HEPB,Hepatitis B,1463
COUNTRIES,ZAF,South Africa,2019,MEASLES,Measles,960
COUNTRIES,ZAF,South Africa,2019,POLIO,Poliomyelitis,346
COUNTRIES,ZAF,South Africa,2019,PERTUSSIS,Pertussis (Whooping cough),1075
COUNTRIES,ZAF,South Africa,2019,DIPHTHERIA,Diphtheria,293
COUNTRIES,ZAF,South Africa,2019,TB,Tuberculosis,0
COUNTRIES,ZAF,South Africa,2019,HEPB,Hepatitis B,1132
COUNTRIES,ZAF,South Africa,2020,MEASLES,Measles,1085
COUNTRIES,ZAF,South Africa,2020,POLIO,Poliomyelitis,24
COUNTRIES,ZAF,South Africa,2020,PERTUSSIS,Pertussis (Whooping cough),26
COUNTRIES,ZAF,South Africa,2020,DIPHTHERIA,Diphtheria,525
COUNTRIES,ZAF,South Africa,2020,TB,Tuberculosis,972
COUNTRIES,ZAF,South Africa,2020,HEPB,Hepatitis B,560
COUNTRIES,ZAF,South Africa,2021,MEASLES,Measles,577
COUNTRIES,ZAF,South Africa,2021,POLIO,Poliomyelitis,1632
COUNTRIES,ZAF,South Africa,2021,PERTUSSIS,Pertussis (Whooping cough),332
COUNTRIES,ZAF,South Africa,2021,DIPHTHERIA,Diphtheria,130
COUNTRIES,ZAF,South Africa,2021,TB,Tuberculosis,592
COUNTRIES,ZAF,South Africa,2021,HEPB,Hepatitis B,1297
COUNTRIES,ZAF,South Africa,2022,MEASLES,Measles,213
COUNTRIES,ZAF,South Africa,2022,POLIO,Poliomyelitis,371
COUNTRIES,ZAF,South Africa,2022,PERTUSSIS,Pertussis (Whooping cough),196
COUNTRIES,ZAF,South Africa,2022,DIPHTHERIA,Diphtheria,1053
COUNTRIES,ZAF,South Africa,2022,TB,Tuberculosis,383
COUNTRIES,ZAF,South Africa,2022,HEPB,Hepatitis B,1492
COUNTRIES,ZAF,South Africa,2023,MEASLES,Measles,209
COUNTRIES,ZAF,South Africa,2023,POLIO,Poliomyelitis,1257
COUNTRIES,ZAF,South Africa,2023,PERTUSSIS,Pertussis (Whooping cough),283
COUNTRIES,ZAF,South Africa,2023,DIPHTHERIA,Diphtheria,140
COUNTRIES,ZAF,South Africa,2023,TB,Tuberculosis,396
COUNTRIES,ZAF,South Africa,2023,HEPB,Hepatitis B,1435
COUNTRIES,MEX,Mexico,2010,MEASLES,Measles,46
COUNTRIES,MEX,Mexico,2010,POLIO,Poliomyelitis,11
COUNTRIES,MEX,Mexico,2010,PERTUSSIS,Pertussis (Whooping cough),35
COUNTRIES,MEX,Mexico,2010,DIPHTHERIA,Diphtheria,15
COUNTRIES,MEX,Mexico,2010,TB,Tuberculosis,0
COUNTRIES,MEX,Mexico,2010,HEPB,Hepatitis B,199
COUNTRIES,MEX,Mexico,2011,MEASLES,Measles,0
COUNTRIES,MEX,Mexico,2011,POLIO,Poliomyelitis,0
COUNTRIES,MEX,Mexico,2011,PERTUSSIS,Pertussis (Whooping cough),14
COUNTRIES,MEX,Mexico,2011,DIPHTHERIA,Diphtheria,59
COUNTRIES,MEX,Mexico,2011,TB,Tuberculosis,8
COUNTRIES,MEX,Mexico,2011,HEPB,Hepatitis B,79
COUNTRIES,MEX,Mexico,2012,MEASLES,Measles,0
COUNTRIES,MEX,Mexico,2012,POLIO,Poliomyelitis,0
COUNTRIES,MEX,Mexico,2012,PERTUSSIS,Pertussis (Whooping cough),0
COUNTRIES,MEX,Mexico,2012,DIPHTHERIA,Diphtheria,67
COUNTRIES,MEX,Mexico,2012,TB,Tuberculosis,0
COUNTRIES,MEX,Mexico,2012,HEPB,Hepatitis B,302
COUNTRIES,MEX,Mexico,2013,MEASLES,Measles,117
COUNTRIES,MEX,Mexico,2013,POLIO,Poliomyelitis,1507
COUNTRIES,MEX,Mexico,2013,PERTUSSIS,Pertussis (Whooping cough),89
COUNTRIES,MEX,Mexico,2013,DIPHTHERIA,Diphtheria,124
COUNTRIES,MEX,Mexico,2013,TB,Tuberculosis,64
COUNTRIES,MEX,Mexico,2013,HEPB,Hepatitis B,299
COUNTRIES,MEX,Mexico,2014,MEASLES,Measles,220
COUNTRIES,MEX,Mexico,2014,POLIO,Poliomyelitis,125
COUNTRIES,MEX,Mexico,2014,PERTUSSIS,Pertussis (Whooping cough),162
COUNTRIES,MEX,Mexico,2014,DIPHTHERIA,Diphtheria,130
COUNTRIES,MEX,Mexico,2014,TB,Tuberculosis,94
COUNTRIES,MEX,Mexico,2014,HEPB,Hepatitis B,114
COUNTRIES,MEX,Mexico,2015,MEASLES,Measles,209
COUNTRIES,MEX,Mexico,2015,POLIO,Poliomyelitis,327
COUNTRIES,MEX,Mexico,2015,PERTUSSIS,Pertussis (Whooping cough),67
COUNTRIES,MEX,Mexico,2015,DIPHTHERIA,Diphtheria,114
COUNTRIES,MEX,Mexico,2015,TB,Tuberculosis,117
COUNTRIES,MEX,Mexico,2015,HEPB,Hepatitis B,0
COUNTRIES,MEX,Mexico,2016,MEASLES,Measles,212
COUNTRIES,MEX,Mexico,2016,POLIO,Poliomyelitis,1987
COUNTRIES,MEX,Mexico,2016,PERTUSSIS,Pertussis (Whooping cough),484
COUNTRIES,MEX,Mexico,2016,DIPHTHERIA,Diphtheria,39
COUNTRIES,MEX,Mexico,2016,TB,Tuberculosis,27
COUNTRIES,MEX,Mexico,2016,HEPB,Hepatitis B,219
COUNTRIES,MEX,Mexico,2017,MEASLES,Measles,0
COUNTRIES,MEX,Mexico,2017,POLIO,Poliomyelitis,676
COUNTRIES,MEX,Mexico,2017,PERTUSSIS,Pertussis (Whooping cough),0
COUNTRIES,MEX,Mexico,2017,DIPHTHERIA,Diphtheria,269
COUNTRIES,MEX,Mexico,2017,TB,Tuberculosis,517
COUNTRIES,MEX,Mexico,2017,HEPB,Hepatitis B,2
COUNTRIES,MEX,Mexico,2018,MEASLES,Measles,330
COUNTRIES,MEX,Mexico,2018,POLIO,Poliomyelitis,194
COUNTRIES,MEX,Mexico,2018,PERTUSSIS,Pertussis (Whooping cough),0
COUNTRIES,MEX,Mexico,2018,DIPHTHERIA,Diphtheria,11
COUNTRIES,MEX,Mexico,2018,TB,Tuberculosis,141
COUNTRIES,MEX,Mexico,2018,HEPB,Hepatitis B,0
COUNTRIES,MEX,Mexico,2019,MEASLES,Measles,0
COUNTRIES,MEX,Mexico,2019,POLIO,Poliomyelitis,67
COUNTRIES,MEX,Mexico,2019,PERTUSSIS,Pertussis (Whooping cough),0
COUNTRIES,MEX,Mexico,2019,DIPHTHERIA,Diphtheria,0
COUNTRIES,MEX,Mexico,2019,TB,Tuberculosis,476
COUNTRIES,MEX,Mexico,2019,HEPB,Hepatitis B,140
COUNTRIES,MEX,Mexico,2020,MEASLES,Measles,0
COUNTRIES,MEX,Mexico,2020,POLIO,Poliomyelitis,210
COUNTRIES,MEX,Mexico,2020,PERTUSSIS,Pertussis (Whooping cough),282
COUNTRIES,MEX,Mexico,2020,DIPHTHERIA,Diphtheria,1
COUNTRIES,MEX,Mexico,2020,TB,Tuberculosis,74
COUNTRIES,MEX,Mexico,2020,HEPB,Hepatitis B,81
COUNTRIES,MEX,Mexico,2021,MEASLES,Measles,0
COUNTRIES,MEX,Mexico,2021,POLIO,Poliomyelitis,0
COUNTRIES,MEX,Mexico,2021,PERTUSSIS,Pertussis (Whooping cough),0
COUNTRIES,MEX,Mexico,2021,DIPHTHERIA,Diphtheria,40
COUNTRIES,MEX,Mexico,2021,TB,Tuberculosis,0
COUNTRIES,MEX,Mexico,2021,HEPB,Hepatitis B,4
COUNTRIES,MEX,Mexico,2022,MEASLES,Measles,0
COUNTRIES,MEX,Mexico,2022,POLIO,Poliomyelitis,0
COUNTRIES,MEX,Mexico,2022,PERTUSSIS,Pertussis (Whooping cough),0
COUNTRIES,MEX,Mexico,2022,DIPHTHERIA,Diphtheria,17
COUNTRIES,MEX,Mexico,2022,TB,Tuberculosis,474
COUNTRIES,MEX,Mexico,2022,HEPB,Hepatitis B,0
COUNTRIES,MEX,Mexico,2023,MEASLES,Measles,0
COUNTRIES,MEX,Mexico,2023,POLIO,Poliomyelitis,29
COUNTRIES,MEX,Mexico,2023,PERTUSSIS,Pertussis (Whooping cough),26
COUNTRIES,MEX,Mexico,2023,DIPHTHERIA,Diphtheria,0
COUNTRIES,MEX,Mexico,2023,TB,Tuberculosis,336
COUNTRIES,MEX,Mexico,2023,HEPB,Hepatitis B,0
COUNTRIES,IDN,Indonesia,2010,MEASLES,Measles,217
COUNTRIES,IDN,Indonesia,2010,POLIO,Poliomyelitis,1152
COUNTRIES,IDN,Indonesia,2010,PERTUSSIS,Pertussis (Whooping cough),119
COUNTRIES,IDN,Indonesia,2010,DIPHTHERIA,Diphtheria,569
COUNTRIES,IDN,Indonesia,2010,TB,Tuberculosis,616
COUNTRIES,IDN,Indonesia,2010,HEPB,Hepatitis B,895
COUNTRIES,IDN,Indonesia,2011,MEASLES,Measles,321
COUNTRIES,IDN,Indonesia,2011,POLIO,Poliomyelitis,992
COUNTRIES,IDN,Indonesia,2011,PERTUSSIS,Pertussis (Whooping cough),800
COUNTRIES,IDN,Indonesia,2011,DIPHTHERIA,Diphtheria,537
COUNTRIES,IDN,Indonesia,2011,TB,Tuberculosis,654
COUNTRIES,IDN,Indonesia,2011,HEPB,Hepatitis B,287
COUNTRIES,IDN,Indonesia,2012,MEASLES,Measles,1068
COUNTRIES,IDN,Indonesia,2012,POLIO,Poliomyelitis,1067
COUNTRIES,IDN,Indonesia,2012,PERTUSSIS,Pertussis (Whooping cough),720
COUNTRIES,IDN,Indonesia,2012,DIPHTHERIA,Diphtheria,386
COUNTRIES,IDN,Indonesia,2012,TB,Tuberculosis,1125
COUNTRIES,IDN,Indonesia,2012,HEPB,Hepatitis B,42
COUNTRIES,IDN,Indonesia,2013,MEASLES,Measles,526
COUNTRIES,IDN,Indonesia,2013,POLIO,Poliomyelitis,696
COUNTRIES,IDN,Indonesia,2013,PERTUSSIS,Pertussis (Whooping cough),427
COUNTRIES,IDN,Indonesia,2013,DIPHTHERIA,Diphtheria,928
COUNTRIES,IDN,Indonesia,2013,TB,Tuberculosis,112
COUNTRIES,IDN,Indonesia,2013,HEPB,Hepatitis B,296
COUNTRIES,IDN,Indonesia,2014,MEASLES,Measles,585
COUNTRIES,IDN,Indonesia,2014,POLIO,Poliomyelitis,96
COUNTRIES,IDN,Indonesia,2014,PERTUSSIS,Pertussis (Whooping cough),428
COUNTRIES,IDN,Indonesia,2014,DIPHTHERIA,Diphtheria,250
COUNTRIES,IDN,Indonesia,2014,TB,Tuberculosis,1213
COUNTRIES,IDN,Indonesia,2014,HEPB,Hepatitis B,717
COUNTRIES,IDN,Indonesia,2015,MEASLES,Measles,524
COUNTRIES,IDN,Indonesia,2015,POLIO,Poliomyelitis,230
COUNTRIES,IDN,Indonesia,2015,PERTUSSIS,Pertussis (Whooping cough),820
COUNTRIES,IDN,Indonesia,2015,DIPHTHERIA,Diphtheria,462
COUNTRIES,IDN,Indonesia,2015,TB,Tuberculosis,1583
COUNTRIES,IDN,Indonesia,2015,HEPB,Hepatitis B,773
COUNTRIES,IDN,Indonesia,2016,MEASLES,Measles,3351
COUNTRIES,IDN,Indonesia,2016,POLIO,Poliomyelitis,194
COUNTRIES,IDN,Indonesia,2016,PERTUSSIS,Pertussis (Whooping cough),166
COUNTRIES,IDN,Indonesia,2016,DIPHTHERIA,Diphtheria,359
COUNTRIES,IDN,Indonesia,2016,TB,Tuberculosis,884
COUNTRIES,IDN,Indonesia,2016,HEPB,Hepatitis B,479
COUNTRIES,IDN,Indonesia,2017,MEASLES,Measles,1253
COUNTRIES,IDN,Indonesia,2017,POLIO,Poliomyelitis,1104
COUNTRIES,IDN,Indonesia,2017,PERTUSSIS,Pertussis (Whooping cough),172
COUNTRIES,IDN,Indonesia,2017,DIPHTHERIA,Diphtheria,462
COUNTRIES,IDN,Indonesia,2017,TB,Tuberculosis,432
COUNTRIES,IDN,Indonesia,2017,HEPB,Hepatitis B,1029
COUNTRIES,IDN,Indonesia,2018,MEASLES,Measles,456
COUNTRIES,IDN,Indonesia,2018,POLIO,Poliomyelitis,500
COUNTRIES,IDN,Indonesia,2018,PERTUSSIS,Pertussis (Whooping cough),1007
COUNTRIES,IDN,Indonesia,2018,DIPHTHERIA,Diphtheria,950
COUNTRIES,IDN,Indonesia,2018,TB,Tuberculosis,424
COUNTRIES,IDN,Indonesia,2018,HEPB,Hepatitis B,399
COUNTRIES,IDN,Indonesia,2019,MEASLES,Measles,0
COUNTRIES,IDN,Indonesia,2019,POLIO,Poliomyelitis,103
COUNTRIES,IDN,Indonesia,2019,PERTUSSIS,Pertussis (Whooping cough),286
COUNTRIES,IDN,Indonesia,2019,DIPHTHERIA,Diphtheria,129
COUNTRIES,IDN,Indonesia,2019,TB,Tuberculosis,77
COUNTRIES,IDN,Indonesia,2019,HEPB,Hepatitis B,0
COUNTRIES,IDN,Indonesia,2020,MEASLES,Measles,1206
COUNTRIES,IDN,Indonesia,2020,POLIO,Poliomyelitis,0
COUNTRIES,IDN,Indonesia,2020,PERTUSSIS,Pertussis (Whooping cough),602
COUNTRIES,IDN,Indonesia,2020,DIPHTHERIA,Diphtheria,448
COUNTRIES,IDN,Indonesia,2020,TB,Tuberculosis,187
COUNTRIES,IDN,Indonesia,2020,HEPB,Hepatitis B,570
COUNTRIES,IDN,Indonesia,2021,MEASLES,Measles,47
COUNTRIES,IDN,Indonesia,2021,POLIO,Poliomyelitis,224
COUNTRIES,IDN,Indonesia,2021,PERTUSSIS,Pertussis (Whooping cough),19
COUNTRIES,IDN,Indonesia,2021,DIPHTHERIA,Diphtheria,279
COUNTRIES,IDN,Indonesia,2021,TB,Tuberculosis,550
COUNTRIES,IDN,Indonesia,2021,HEPB,Hepatitis B,1298
COUNTRIES,IDN,Indonesia,2022,MEASLES,Measles,237
COUNTRIES,IDN,Indonesia,2022,POLIO,Poliomyelitis,783
COUNTRIES,IDN,Indonesia,2022,PERTUSSIS,Pertussis (Whooping cough),582
COUNTRIES,IDN,Indonesia,2022,DIPHTHERIA,Diphtheria,23
COUNTRIES,IDN,Indonesia,2022,TB,Tuberculosis,278
COUNTRIES,IDN,Indonesia,2022,HEPB,Hepatitis B,109
COUNTRIES,IDN,Indonesia,2023,MEASLES,Measles,198
COUNTRIES,IDN,Indonesia,2023,POLIO,Poliomyelitis,1414
COUNTRIES,IDN,Indonesia,2023,PERTUSSIS,Pertussis (Whooping cough),724
COUNTRIES,IDN,Indonesia,2023,DIPHTHERIA,Diphtheria,330
COUNTRIES,IDN,Indonesia,2023,TB,Tuberculosis,152
COUNTRIES,IDN,Indonesia,2023,HEPB,Hepatitis B,411
COUNTRIES,EGY,Egypt,2010,MEASLES,Measles,265
COUNTRIES,EGY,Egypt,2010,POLIO,Poliomyelitis,760
COUNTRIES,EGY,Egypt,2010,PERTUSSIS,Pertussis (Whooping cough),372
COUNTRIES,EGY,Egypt,2010,DIPHTHERIA,Diphtheria,43
COUNTRIES,EGY,Egypt,2010,TB,Tuberculosis,399
COUNTRIES,EGY,Egypt,2010,HEPB,Hepatitis B,64
COUNTRIES,EGY,Egypt,2011,MEASLES,Measles,396
COUNTRIES,EGY,Egypt,2011,POLIO,Poliomyelitis,688
COUNTRIES,EGY,Egypt,2011,PERTUSSIS,Pertussis (Whooping cough),253
COUNTRIES,EGY,Egypt,2011,DIPHTHERIA,Diphtheria,0
COUNTRIES,EGY,Egypt,2011,TB,Tuberculosis,442
COUNTRIES,EGY,Egypt,2011,HEPB,Hepatitis B,47
COUNTRIES,EGY,Egypt,2012,MEASLES,Measles,276
COUNTRIES,EGY,Egypt,2012,POLIO,Poliomyelitis,265
COUNTRIES,EGY,Egypt,2012,PERTUSSIS,Pertussis (Whooping cough),454
COUNTRIES,EGY,Egypt,2012,DIPHTHERIA,Diphtheria,423
COUNTRIES,EGY,Egypt,2012,TB,Tuberculosis,3
COUNTRIES,EGY,Egypt,2012,HEPB,Hepatitis B,226
COUNTRIES,EGY,Egypt,2013,MEASLES,Measles,0
COUNTRIES,EGY,Egypt,2013,POLIO,Poliomyelitis,74
COUNTRIES,EGY,Egypt,2013,PERTUSSIS,Pertussis (Whooping cough),23
COUNTRIES,EGY,Egypt,2013,DIPHTHERIA,Diphtheria,883
COUNTRIES,EGY,Egypt,2013,TB,Tuberculosis,461
COUNTRIES,EGY,Egypt,2013,HEPB,Hepatitis B,289
COUNTRIES,EGY,Egypt,2014,MEASLES,Measles,96
COUNTRIES,EGY,Egypt,2014,POLIO,Poliomyelitis,0
COUNTRIES,EGY,Egypt,2014,PERTUSSIS,Pertussis (Whooping cough),154
COUNTRIES,EGY,Egypt,2014,DIPHTHERIA,Diphtheria,716
COUNTRIES,EGY,Egypt,2014,TB,Tuberculosis,576
COUNTRIES,EGY,Egypt,2014,HEPB,Hepatitis B,310
COUNTRIES,EGY,Egypt,2015,MEASLES,Measles,0
COUNTRIES,EGY,Egypt,2015,POLIO,Poliomyelitis,386
COUNTRIES,EGY,Egypt,2015,PERTUSSIS,Pertussis (Whooping cough),32
COUNTRIES,EGY,Egypt,2015,DIPHTHERIA,Diphtheria,128
COUNTRIES,EGY,Egypt,2015,TB,Tuberculosis,0
COUNTRIES,EGY,Egypt,2015,HEPB,Hepatitis B,0
COUNTRIES,EGY,Egypt,2016,MEASLES,Measles,108
COUNTRIES,EGY,Egypt,2016,POLIO,Poliomyelitis,39
COUNTRIES,EGY,Egypt,2016,PERTUSSIS,Pertussis (Whooping cough),42
COUNTRIES,EGY,Egypt,2016,DIPHTHERIA,Diphtheria,59
COUNTRIES,EGY,Egypt,2016,TB,Tuberculosis,741
COUNTRIES,EGY,Egypt,2016,HEPB,Hepatitis B,0
COUNTRIES,EGY,Egypt,2017,MEASLES,Measles,784
COUNTRIES,EGY,Egypt,2017,POLIO,Poliomyelitis,37
COUNTRIES,EGY,Egypt,2017,PERTUSSIS,Pertussis (Whooping cough),613
COUNTRIES,EGY,Egypt,2017,DIPHTHERIA,Diphtheria,347
